"Date","Official Bank Rate  						[a] [b] 						IUDBEDR"
"10 Sep 25","4"
"09 Sep 25","4"
"08 Sep 25","4"
"05 Sep 25","4"
"04 Sep 25","4"
"03 Sep 25","4"
"02 Sep 25","4"
"01 Sep 25","4"
"29 Aug 25","4"
"28 Aug 25","4"
"27 Aug 25","4"
"26 Aug 25","4"
"22 Aug 25","4"
"21 Aug 25","4"
"20 Aug 25","4"
"19 Aug 25","4"
"18 Aug 25","4"
"15 Aug 25","4"
"14 Aug 25","4"
"13 Aug 25","4"
"12 Aug 25","4"
"11 Aug 25","4"
"08 Aug 25","4"
"07 Aug 25","4"
"06 Aug 25","4.25"
"05 Aug 25","4.25"
"04 Aug 25","4.25"
"01 Aug 25","4.25"
"31 Jul 25","4.25"
"30 Jul 25","4.25"
"29 Jul 25","4.25"
"28 Jul 25","4.25"
"25 Jul 25","4.25"
"24 Jul 25","4.25"
"23 Jul 25","4.25"
"22 Jul 25","4.25"
"21 Jul 25","4.25"
"18 Jul 25","4.25"
"17 Jul 25","4.25"
"16 Jul 25","4.25"
"15 Jul 25","4.25"
"14 Jul 25","4.25"
"11 Jul 25","4.25"
"10 Jul 25","4.25"
"09 Jul 25","4.25"
"08 Jul 25","4.25"
"07 Jul 25","4.25"
"04 Jul 25","4.25"
"03 Jul 25","4.25"
"02 Jul 25","4.25"
"01 Jul 25","4.25"
"30 Jun 25","4.25"
"27 Jun 25","4.25"
"26 Jun 25","4.25"
"25 Jun 25","4.25"
"24 Jun 25","4.25"
"23 Jun 25","4.25"
"20 Jun 25","4.25"
"19 Jun 25","4.25"
"18 Jun 25","4.25"
"17 Jun 25","4.25"
"16 Jun 25","4.25"
"13 Jun 25","4.25"
"12 Jun 25","4.25"
"11 Jun 25","4.25"
"10 Jun 25","4.25"
"09 Jun 25","4.25"
"06 Jun 25","4.25"
"05 Jun 25","4.25"
"04 Jun 25","4.25"
"03 Jun 25","4.25"
"02 Jun 25","4.25"
"30 May 25","4.25"
"29 May 25","4.25"
"28 May 25","4.25"
"27 May 25","4.25"
"23 May 25","4.25"
"22 May 25","4.25"
"21 May 25","4.25"
"20 May 25","4.25"
"19 May 25","4.25"
"16 May 25","4.25"
"15 May 25","4.25"
"14 May 25","4.25"
"13 May 25","4.25"
"12 May 25","4.25"
"09 May 25","4.25"
"08 May 25","4.25"
"07 May 25","4.5"
"06 May 25","4.5"
"02 May 25","4.5"
"01 May 25","4.5"
"30 Apr 25","4.5"
"29 Apr 25","4.5"
"28 Apr 25","4.5"
"25 Apr 25","4.5"
"24 Apr 25","4.5"
"23 Apr 25","4.5"
"22 Apr 25","4.5"
"17 Apr 25","4.5"
"16 Apr 25","4.5"
"15 Apr 25","4.5"
"14 Apr 25","4.5"
"11 Apr 25","4.5"
"10 Apr 25","4.5"
"09 Apr 25","4.5"
"08 Apr 25","4.5"
"07 Apr 25","4.5"
"04 Apr 25","4.5"
"03 Apr 25","4.5"
"02 Apr 25","4.5"
"01 Apr 25","4.5"
"31 Mar 25","4.5"
"28 Mar 25","4.5"
"27 Mar 25","4.5"
"26 Mar 25","4.5"
"25 Mar 25","4.5"
"24 Mar 25","4.5"
"21 Mar 25","4.5"
"20 Mar 25","4.5"
"19 Mar 25","4.5"
"18 Mar 25","4.5"
"17 Mar 25","4.5"
"14 Mar 25","4.5"
"13 Mar 25","4.5"
"12 Mar 25","4.5"
"11 Mar 25","4.5"
"10 Mar 25","4.5"
"07 Mar 25","4.5"
"06 Mar 25","4.5"
"05 Mar 25","4.5"
"04 Mar 25","4.5"
"03 Mar 25","4.5"
"28 Feb 25","4.5"
"27 Feb 25","4.5"
"26 Feb 25","4.5"
"25 Feb 25","4.5"
"24 Feb 25","4.5"
"21 Feb 25","4.5"
"20 Feb 25","4.5"
"19 Feb 25","4.5"
"18 Feb 25","4.5"
"17 Feb 25","4.5"
"14 Feb 25","4.5"
"13 Feb 25","4.5"
"12 Feb 25","4.5"
"11 Feb 25","4.5"
"10 Feb 25","4.5"
"07 Feb 25","4.5"
"06 Feb 25","4.5"
"05 Feb 25","4.75"
"04 Feb 25","4.75"
"03 Feb 25","4.75"
"31 Jan 25","4.75"
"30 Jan 25","4.75"
"29 Jan 25","4.75"
"28 Jan 25","4.75"
"27 Jan 25","4.75"
"24 Jan 25","4.75"
"23 Jan 25","4.75"
"22 Jan 25","4.75"
"21 Jan 25","4.75"
"20 Jan 25","4.75"
"17 Jan 25","4.75"
"16 Jan 25","4.75"
"15 Jan 25","4.75"
"14 Jan 25","4.75"
"13 Jan 25","4.75"
"10 Jan 25","4.75"
"09 Jan 25","4.75"
"08 Jan 25","4.75"
"07 Jan 25","4.75"
"06 Jan 25","4.75"
"03 Jan 25","4.75"
"02 Jan 25","4.75"
"31 Dec 24","4.75"
"30 Dec 24","4.75"
"27 Dec 24","4.75"
"24 Dec 24","4.75"
"23 Dec 24","4.75"
"20 Dec 24","4.75"
"19 Dec 24","4.75"
"18 Dec 24","4.75"
"17 Dec 24","4.75"
"16 Dec 24","4.75"
"13 Dec 24","4.75"
"12 Dec 24","4.75"
"11 Dec 24","4.75"
"10 Dec 24","4.75"
"09 Dec 24","4.75"
"06 Dec 24","4.75"
"05 Dec 24","4.75"
"04 Dec 24","4.75"
"03 Dec 24","4.75"
"02 Dec 24","4.75"
"29 Nov 24","4.75"
"28 Nov 24","4.75"
"27 Nov 24","4.75"
"26 Nov 24","4.75"
"25 Nov 24","4.75"
"22 Nov 24","4.75"
"21 Nov 24","4.75"
"20 Nov 24","4.75"
"19 Nov 24","4.75"
"18 Nov 24","4.75"
"15 Nov 24","4.75"
"14 Nov 24","4.75"
"13 Nov 24","4.75"
"12 Nov 24","4.75"
"11 Nov 24","4.75"
"08 Nov 24","4.75"
"07 Nov 24","4.75"
"06 Nov 24","5"
"05 Nov 24","5"
"04 Nov 24","5"
"01 Nov 24","5"
"31 Oct 24","5"
"30 Oct 24","5"
"29 Oct 24","5"
"28 Oct 24","5"
"25 Oct 24","5"
"24 Oct 24","5"
"23 Oct 24","5"
"22 Oct 24","5"
"21 Oct 24","5"
"18 Oct 24","5"
"17 Oct 24","5"
"16 Oct 24","5"
"15 Oct 24","5"
"14 Oct 24","5"
"11 Oct 24","5"
"10 Oct 24","5"
"09 Oct 24","5"
"08 Oct 24","5"
"07 Oct 24","5"
"04 Oct 24","5"
"03 Oct 24","5"
"02 Oct 24","5"
"01 Oct 24","5"
"30 Sep 24","5"
"27 Sep 24","5"
"26 Sep 24","5"
"25 Sep 24","5"
"24 Sep 24","5"
"23 Sep 24","5"
"20 Sep 24","5"
"19 Sep 24","5"
"18 Sep 24","5"
"17 Sep 24","5"
"16 Sep 24","5"
"13 Sep 24","5"
"12 Sep 24","5"
"11 Sep 24","5"
"10 Sep 24","5"
"09 Sep 24","5"
"06 Sep 24","5"
"05 Sep 24","5"
"04 Sep 24","5"
"03 Sep 24","5"
"02 Sep 24","5"
"30 Aug 24","5"
"29 Aug 24","5"
"28 Aug 24","5"
"27 Aug 24","5"
"23 Aug 24","5"
"22 Aug 24","5"
"21 Aug 24","5"
"20 Aug 24","5"
"19 Aug 24","5"
"16 Aug 24","5"
"15 Aug 24","5"
"14 Aug 24","5"
"13 Aug 24","5"
"12 Aug 24","5"
"09 Aug 24","5"
"08 Aug 24","5"
"07 Aug 24","5"
"06 Aug 24","5"
"05 Aug 24","5"
"02 Aug 24","5"
"01 Aug 24","5"
"31 Jul 24","5.25"
"30 Jul 24","5.25"
"29 Jul 24","5.25"
"26 Jul 24","5.25"
"25 Jul 24","5.25"
"24 Jul 24","5.25"
"23 Jul 24","5.25"
"22 Jul 24","5.25"
"19 Jul 24","5.25"
"18 Jul 24","5.25"
"17 Jul 24","5.25"
"16 Jul 24","5.25"
"15 Jul 24","5.25"
"12 Jul 24","5.25"
"11 Jul 24","5.25"
"10 Jul 24","5.25"
"09 Jul 24","5.25"
"08 Jul 24","5.25"
"05 Jul 24","5.25"
"04 Jul 24","5.25"
"03 Jul 24","5.25"
"02 Jul 24","5.25"
"01 Jul 24","5.25"
"28 Jun 24","5.25"
"27 Jun 24","5.25"
"26 Jun 24","5.25"
"25 Jun 24","5.25"
"24 Jun 24","5.25"
"21 Jun 24","5.25"
"20 Jun 24","5.25"
"19 Jun 24","5.25"
"18 Jun 24","5.25"
"17 Jun 24","5.25"
"14 Jun 24","5.25"
"13 Jun 24","5.25"
"12 Jun 24","5.25"
"11 Jun 24","5.25"
"10 Jun 24","5.25"
"07 Jun 24","5.25"
"06 Jun 24","5.25"
"05 Jun 24","5.25"
"04 Jun 24","5.25"
"03 Jun 24","5.25"
"31 May 24","5.25"
"30 May 24","5.25"
"29 May 24","5.25"
"28 May 24","5.25"
"24 May 24","5.25"
"23 May 24","5.25"
"22 May 24","5.25"
"21 May 24","5.25"
"20 May 24","5.25"
"17 May 24","5.25"
"16 May 24","5.25"
"15 May 24","5.25"
"14 May 24","5.25"
"13 May 24","5.25"
"10 May 24","5.25"
"09 May 24","5.25"
"08 May 24","5.25"
"07 May 24","5.25"
"03 May 24","5.25"
"02 May 24","5.25"
"01 May 24","5.25"
"30 Apr 24","5.25"
"29 Apr 24","5.25"
"26 Apr 24","5.25"
"25 Apr 24","5.25"
"24 Apr 24","5.25"
"23 Apr 24","5.25"
"22 Apr 24","5.25"
"19 Apr 24","5.25"
"18 Apr 24","5.25"
"17 Apr 24","5.25"
"16 Apr 24","5.25"
"15 Apr 24","5.25"
"12 Apr 24","5.25"
"11 Apr 24","5.25"
"10 Apr 24","5.25"
"09 Apr 24","5.25"
"08 Apr 24","5.25"
"05 Apr 24","5.25"
"04 Apr 24","5.25"
"03 Apr 24","5.25"
"02 Apr 24","5.25"
"28 Mar 24","5.25"
"27 Mar 24","5.25"
"26 Mar 24","5.25"
"25 Mar 24","5.25"
"22 Mar 24","5.25"
"21 Mar 24","5.25"
"20 Mar 24","5.25"
"19 Mar 24","5.25"
"18 Mar 24","5.25"
"15 Mar 24","5.25"
"14 Mar 24","5.25"
"13 Mar 24","5.25"
"12 Mar 24","5.25"
"11 Mar 24","5.25"
"08 Mar 24","5.25"
"07 Mar 24","5.25"
"06 Mar 24","5.25"
"05 Mar 24","5.25"
"04 Mar 24","5.25"
"01 Mar 24","5.25"
"29 Feb 24","5.25"
"28 Feb 24","5.25"
"27 Feb 24","5.25"
"26 Feb 24","5.25"
"23 Feb 24","5.25"
"22 Feb 24","5.25"
"21 Feb 24","5.25"
"20 Feb 24","5.25"
"19 Feb 24","5.25"
"16 Feb 24","5.25"
"15 Feb 24","5.25"
"14 Feb 24","5.25"
"13 Feb 24","5.25"
"12 Feb 24","5.25"
"09 Feb 24","5.25"
"08 Feb 24","5.25"
"07 Feb 24","5.25"
"06 Feb 24","5.25"
"05 Feb 24","5.25"
"02 Feb 24","5.25"
"01 Feb 24","5.25"
"31 Jan 24","5.25"
"30 Jan 24","5.25"
"29 Jan 24","5.25"
"26 Jan 24","5.25"
"25 Jan 24","5.25"
"24 Jan 24","5.25"
"23 Jan 24","5.25"
"22 Jan 24","5.25"
"19 Jan 24","5.25"
"18 Jan 24","5.25"
"17 Jan 24","5.25"
"16 Jan 24","5.25"
"15 Jan 24","5.25"
"12 Jan 24","5.25"
"11 Jan 24","5.25"
"10 Jan 24","5.25"
"09 Jan 24","5.25"
"08 Jan 24","5.25"
"05 Jan 24","5.25"
"04 Jan 24","5.25"
"03 Jan 24","5.25"
"02 Jan 24","5.25"
"29 Dec 23","5.25"
"28 Dec 23","5.25"
"27 Dec 23","5.25"
"22 Dec 23","5.25"
"21 Dec 23","5.25"
"20 Dec 23","5.25"
"19 Dec 23","5.25"
"18 Dec 23","5.25"
"15 Dec 23","5.25"
"14 Dec 23","5.25"
"13 Dec 23","5.25"
"12 Dec 23","5.25"
"11 Dec 23","5.25"
"08 Dec 23","5.25"
"07 Dec 23","5.25"
"06 Dec 23","5.25"
"05 Dec 23","5.25"
"04 Dec 23","5.25"
"01 Dec 23","5.25"
"30 Nov 23","5.25"
"29 Nov 23","5.25"
"28 Nov 23","5.25"
"27 Nov 23","5.25"
"24 Nov 23","5.25"
"23 Nov 23","5.25"
"22 Nov 23","5.25"
"21 Nov 23","5.25"
"20 Nov 23","5.25"
"17 Nov 23","5.25"
"16 Nov 23","5.25"
"15 Nov 23","5.25"
"14 Nov 23","5.25"
"13 Nov 23","5.25"
"10 Nov 23","5.25"
"09 Nov 23","5.25"
"08 Nov 23","5.25"
"07 Nov 23","5.25"
"06 Nov 23","5.25"
"03 Nov 23","5.25"
"02 Nov 23","5.25"
"01 Nov 23","5.25"
"31 Oct 23","5.25"
"30 Oct 23","5.25"
"27 Oct 23","5.25"
"26 Oct 23","5.25"
"25 Oct 23","5.25"
"24 Oct 23","5.25"
"23 Oct 23","5.25"
"20 Oct 23","5.25"
"19 Oct 23","5.25"
"18 Oct 23","5.25"
"17 Oct 23","5.25"
"16 Oct 23","5.25"
"13 Oct 23","5.25"
"12 Oct 23","5.25"
"11 Oct 23","5.25"
"10 Oct 23","5.25"
"09 Oct 23","5.25"
"06 Oct 23","5.25"
"05 Oct 23","5.25"
"04 Oct 23","5.25"
"03 Oct 23","5.25"
"02 Oct 23","5.25"
"29 Sep 23","5.25"
"28 Sep 23","5.25"
"27 Sep 23","5.25"
"26 Sep 23","5.25"
"25 Sep 23","5.25"
"22 Sep 23","5.25"
"21 Sep 23","5.25"
"20 Sep 23","5.25"
"19 Sep 23","5.25"
"18 Sep 23","5.25"
"15 Sep 23","5.25"
"14 Sep 23","5.25"
"13 Sep 23","5.25"
"12 Sep 23","5.25"
"11 Sep 23","5.25"
"08 Sep 23","5.25"
"07 Sep 23","5.25"
"06 Sep 23","5.25"
"05 Sep 23","5.25"
"04 Sep 23","5.25"
"01 Sep 23","5.25"
"31 Aug 23","5.25"
"30 Aug 23","5.25"
"29 Aug 23","5.25"
"25 Aug 23","5.25"
"24 Aug 23","5.25"
"23 Aug 23","5.25"
"22 Aug 23","5.25"
"21 Aug 23","5.25"
"18 Aug 23","5.25"
"17 Aug 23","5.25"
"16 Aug 23","5.25"
"15 Aug 23","5.25"
"14 Aug 23","5.25"
"11 Aug 23","5.25"
"10 Aug 23","5.25"
"09 Aug 23","5.25"
"08 Aug 23","5.25"
"07 Aug 23","5.25"
"04 Aug 23","5.25"
"03 Aug 23","5.25"
"02 Aug 23","5"
"01 Aug 23","5"
"31 Jul 23","5"
"28 Jul 23","5"
"27 Jul 23","5"
"26 Jul 23","5"
"25 Jul 23","5"
"24 Jul 23","5"
"21 Jul 23","5"
"20 Jul 23","5"
"19 Jul 23","5"
"18 Jul 23","5"
"17 Jul 23","5"
"14 Jul 23","5"
"13 Jul 23","5"
"12 Jul 23","5"
"11 Jul 23","5"
"10 Jul 23","5"
"07 Jul 23","5"
"06 Jul 23","5"
"05 Jul 23","5"
"04 Jul 23","5"
"03 Jul 23","5"
"30 Jun 23","5"
"29 Jun 23","5"
"28 Jun 23","5"
"27 Jun 23","5"
"26 Jun 23","5"
"23 Jun 23","5"
"22 Jun 23","5"
"21 Jun 23","4.5"
"20 Jun 23","4.5"
"19 Jun 23","4.5"
"16 Jun 23","4.5"
"15 Jun 23","4.5"
"14 Jun 23","4.5"
"13 Jun 23","4.5"
"12 Jun 23","4.5"
"09 Jun 23","4.5"
"08 Jun 23","4.5"
"07 Jun 23","4.5"
"06 Jun 23","4.5"
"05 Jun 23","4.5"
"02 Jun 23","4.5"
"01 Jun 23","4.5"
"31 May 23","4.5"
"30 May 23","4.5"
"26 May 23","4.5"
"25 May 23","4.5"
"24 May 23","4.5"
"23 May 23","4.5"
"22 May 23","4.5"
"19 May 23","4.5"
"18 May 23","4.5"
"17 May 23","4.5"
"16 May 23","4.5"
"15 May 23","4.5"
"12 May 23","4.5"
"11 May 23","4.5"
"10 May 23","4.25"
"09 May 23","4.25"
"05 May 23","4.25"
"04 May 23","4.25"
"03 May 23","4.25"
"02 May 23","4.25"
"28 Apr 23","4.25"
"27 Apr 23","4.25"
"26 Apr 23","4.25"
"25 Apr 23","4.25"
"24 Apr 23","4.25"
"21 Apr 23","4.25"
"20 Apr 23","4.25"
"19 Apr 23","4.25"
"18 Apr 23","4.25"
"17 Apr 23","4.25"
"14 Apr 23","4.25"
"13 Apr 23","4.25"
"12 Apr 23","4.25"
"11 Apr 23","4.25"
"06 Apr 23","4.25"
"05 Apr 23","4.25"
"04 Apr 23","4.25"
"03 Apr 23","4.25"
"31 Mar 23","4.25"
"30 Mar 23","4.25"
"29 Mar 23","4.25"
"28 Mar 23","4.25"
"27 Mar 23","4.25"
"24 Mar 23","4.25"
"23 Mar 23","4.25"
"22 Mar 23","4"
"21 Mar 23","4"
"20 Mar 23","4"
"17 Mar 23","4"
"16 Mar 23","4"
"15 Mar 23","4"
"14 Mar 23","4"
"13 Mar 23","4"
"10 Mar 23","4"
"09 Mar 23","4"
"08 Mar 23","4"
"07 Mar 23","4"
"06 Mar 23","4"
"03 Mar 23","4"
"02 Mar 23","4"
"01 Mar 23","4"
"28 Feb 23","4"
"27 Feb 23","4"
"24 Feb 23","4"
"23 Feb 23","4"
"22 Feb 23","4"
"21 Feb 23","4"
"20 Feb 23","4"
"17 Feb 23","4"
"16 Feb 23","4"
"15 Feb 23","4"
"14 Feb 23","4"
"13 Feb 23","4"
"10 Feb 23","4"
"09 Feb 23","4"
"08 Feb 23","4"
"07 Feb 23","4"
"06 Feb 23","4"
"03 Feb 23","4"
"02 Feb 23","4"
"01 Feb 23","3.5"
"31 Jan 23","3.5"
"30 Jan 23","3.5"
"27 Jan 23","3.5"
"26 Jan 23","3.5"
"25 Jan 23","3.5"
"24 Jan 23","3.5"
"23 Jan 23","3.5"
"20 Jan 23","3.5"
"19 Jan 23","3.5"
"18 Jan 23","3.5"
"17 Jan 23","3.5"
"16 Jan 23","3.5"
"13 Jan 23","3.5"
"12 Jan 23","3.5"
"11 Jan 23","3.5"
"10 Jan 23","3.5"
"09 Jan 23","3.5"
"06 Jan 23","3.5"
"05 Jan 23","3.5"
"04 Jan 23","3.5"
"03 Jan 23","3.5"
"30 Dec 22","3.5"
"29 Dec 22","3.5"
"28 Dec 22","3.5"
"23 Dec 22","3.5"
"22 Dec 22","3.5"
"21 Dec 22","3.5"
"20 Dec 22","3.5"
"19 Dec 22","3.5"
"16 Dec 22","3.5"
"15 Dec 22","3.5"
"14 Dec 22","3"
"13 Dec 22","3"
"12 Dec 22","3"
"09 Dec 22","3"
"08 Dec 22","3"
"07 Dec 22","3"
"06 Dec 22","3"
"05 Dec 22","3"
"02 Dec 22","3"
"01 Dec 22","3"
"30 Nov 22","3"
"29 Nov 22","3"
"28 Nov 22","3"
"25 Nov 22","3"
"24 Nov 22","3"
"23 Nov 22","3"
"22 Nov 22","3"
"21 Nov 22","3"
"18 Nov 22","3"
"17 Nov 22","3"
"16 Nov 22","3"
"15 Nov 22","3"
"14 Nov 22","3"
"11 Nov 22","3"
"10 Nov 22","3"
"09 Nov 22","3"
"08 Nov 22","3"
"07 Nov 22","3"
"04 Nov 22","3"
"03 Nov 22","3"
"02 Nov 22","2.25"
"01 Nov 22","2.25"
"31 Oct 22","2.25"
"28 Oct 22","2.25"
"27 Oct 22","2.25"
"26 Oct 22","2.25"
"25 Oct 22","2.25"
"24 Oct 22","2.25"
"21 Oct 22","2.25"
"20 Oct 22","2.25"
"19 Oct 22","2.25"
"18 Oct 22","2.25"
"17 Oct 22","2.25"
"14 Oct 22","2.25"
"13 Oct 22","2.25"
"12 Oct 22","2.25"
"11 Oct 22","2.25"
"10 Oct 22","2.25"
"07 Oct 22","2.25"
"06 Oct 22","2.25"
"05 Oct 22","2.25"
"04 Oct 22","2.25"
"03 Oct 22","2.25"
"30 Sep 22","2.25"
"29 Sep 22","2.25"
"28 Sep 22","2.25"
"27 Sep 22","2.25"
"26 Sep 22","2.25"
"23 Sep 22","2.25"
"22 Sep 22","2.25"
"21 Sep 22","1.75"
"20 Sep 22","1.75"
"16 Sep 22","1.75"
"15 Sep 22","1.75"
"14 Sep 22","1.75"
"13 Sep 22","1.75"
"12 Sep 22","1.75"
"09 Sep 22","1.75"
"08 Sep 22","1.75"
"07 Sep 22","1.75"
"06 Sep 22","1.75"
"05 Sep 22","1.75"
"02 Sep 22","1.75"
"01 Sep 22","1.75"
"31 Aug 22","1.75"
"30 Aug 22","1.75"
"26 Aug 22","1.75"
"25 Aug 22","1.75"
"24 Aug 22","1.75"
"23 Aug 22","1.75"
"22 Aug 22","1.75"
"19 Aug 22","1.75"
"18 Aug 22","1.75"
"17 Aug 22","1.75"
"16 Aug 22","1.75"
"15 Aug 22","1.75"
"12 Aug 22","1.75"
"11 Aug 22","1.75"
"10 Aug 22","1.75"
"09 Aug 22","1.75"
"08 Aug 22","1.75"
"05 Aug 22","1.75"
"04 Aug 22","1.75"
"03 Aug 22","1.25"
"02 Aug 22","1.25"
"01 Aug 22","1.25"
"29 Jul 22","1.25"
"28 Jul 22","1.25"
"27 Jul 22","1.25"
"26 Jul 22","1.25"
"25 Jul 22","1.25"
"22 Jul 22","1.25"
"21 Jul 22","1.25"
"20 Jul 22","1.25"
"19 Jul 22","1.25"
"18 Jul 22","1.25"
"15 Jul 22","1.25"
"14 Jul 22","1.25"
"13 Jul 22","1.25"
"12 Jul 22","1.25"
"11 Jul 22","1.25"
"08 Jul 22","1.25"
"07 Jul 22","1.25"
"06 Jul 22","1.25"
"05 Jul 22","1.25"
"04 Jul 22","1.25"
"01 Jul 22","1.25"
"30 Jun 22","1.25"
"29 Jun 22","1.25"
"28 Jun 22","1.25"
"27 Jun 22","1.25"
"24 Jun 22","1.25"
"23 Jun 22","1.25"
"22 Jun 22","1.25"
"21 Jun 22","1.25"
"20 Jun 22","1.25"
"17 Jun 22","1.25"
"16 Jun 22","1.25"
"15 Jun 22","1"
"14 Jun 22","1"
"13 Jun 22","1"
"10 Jun 22","1"
"09 Jun 22","1"
"08 Jun 22","1"
"07 Jun 22","1"
"06 Jun 22","1"
